quarter,time,team,player_name,event_text,home_score,away_score
Q3,04:35,home,Валери Пейков,"<div class=""div_info"">
<a class=""player_name"" href=""player-9382-valeri-peikov"">Валери Пейков</a>лично нарушение</div>",,
Q3,04:35,away,Стефан Милев,"<div class=""div_info"">
<a class=""player_name"" href=""player-13416-stefan-milev"">Стефан Милев</a>борба в защита</div>",,
Q3,04:35,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q3,04:35,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>понесено нарушение</div>",,
Q3,04:40,home,Цветослав Митев,"<div class=""div_info"">
<a class=""player_name"" href=""player-3990-cvetoslav-mitev"">Цветослав Митев</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q3,04:40,away,Йосиф Омар,"<div class=""div_info"">
<a class=""player_name"" href=""player-10398-iosif-omar"">Йосиф Омар</a>блок</div>",,
Q3,04:50,away,Денислав Димитров,"<div class=""div_info"">
<a class=""player_name"" href=""player-14511-denislav-dimitrov"">Денислав Димитров</a>смяна излиза</div>",,
Q3,04:50,away,Стефан Милев,"<div class=""div_info"">
<a class=""player_name"" href=""player-13416-stefan-milev"">Стефан Милев</a>смяна влиза</div>",,
Q3,04:50,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>наказателен удар 1от2<br/>неуспешен</div>",,
Q3,04:50,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>наказателен удар 2от2<br/>неуспешен</div>",,
Q3,04:50,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>борба в нападение</div>",,
Q3,04:50,home,Валери Пейков,"<div class=""div_info"">
<a class=""player_name"" href=""player-9382-valeri-peikov"">Валери Пейков</a>смяна влиза</div>",,
Q3,04:50,home,Константин Търновски,"<div class=""div_info"">
<a class=""player_name"" href=""player-13091-konstantin-tyrnovski"">Константин Търновски</a>смяна излиза</div>",,
Q3,04:50,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>понесено нарушение</div>",,
Q3,04:50,away,Денислав Димитров,"<div class=""div_info"">
<a class=""player_name"" href=""player-14511-denislav-dimitrov"">Денислав Димитров</a>лично нарушение</div>",,
Q3,04:50,home,Максим Наумов,"<div class=""div_info"">
<a class=""player_name"" href=""player-26485-maksim-naumov"">Максим Наумов</a>смяна влиза</div>",,
Q3,04:52,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>борба в нападение</div>",,
Q3,04:55,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q3,04:58,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>борба в защита</div>",,
Q3,05:01,away,Дзежен Дай,"<div class=""div_info"">
<a class=""player_name"" href=""player-17432-dzejen-dai"">Дзежен Дай</a>3 стрелба с отскок</div>",,
Q3,05:13,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>борба в защита</div>",,
Q3,05:18,home,Цветослав Митев,"<div class=""div_info"">
<a class=""player_name"" href=""player-3990-cvetoslav-mitev"">Цветослав Митев</a>3 стрелба с отскок</div>",,
Q3,05:32,away,Дзежен Дай,"<div class=""div_info"">
<a class=""player_name"" href=""player-17432-dzejen-dai"">Дзежен Дай</a>2 стрелба тип флоутър <br/>успешен (32 точки)</div>",40,33
Q3,05:47,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>борба в защита</div>",,
Q3,05:50,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q3,05:50,away,Йосиф Омар,"<div class=""div_info"">
<a class=""player_name"" href=""player-10398-iosif-omar"">Йосиф Омар</a>блок</div>",,
Q3,06:09,home,Теодор Върбанов,"<div class=""div_info"">
<a class=""player_name"" href=""player-21943-teodor-vyrbanov"">Теодор Върбанов</a>смяна излиза</div>",,
Q3,06:09,home,Андреан Деков,"<div class=""div_info"">
<a class=""player_name"" href=""player-18487-andrean-dekov"">Андреан Деков</a>смяна излиза</div>",,
Q3,06:09,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>смяна влиза</div>",,
Q3,06:09,home,Цветослав Митев,"<div class=""div_info"">
<a class=""player_name"" href=""player-3990-cvetoslav-mitev"">Цветослав Митев</a>смяна влиза</div>",,
Q3,06:14,away,Димитър Рачев,"<div class=""div_info"">
<a class=""player_name"" href=""player-13187-dimityr-rachev"">Димитър Рачев</a>асистенция</div>",,
Q3,06:14,away,Денислав Димитров,"<div class=""div_info"">
<a class=""player_name"" href=""player-14511-denislav-dimitrov"">Денислав Димитров</a>3 стрелба с отскок</div>",,
Q3,06:30,home,Константин Търновски,"<div class=""div_info"">
<a class=""player_name"" href=""player-13091-konstantin-tyrnovski"">Константин Търновски</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q3,06:42,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>борба в защита</div>",,
Q3,06:45,away,Дзежен Дай,"<div class=""div_info"">
<a class=""player_name"" href=""player-17432-dzejen-dai"">Дзежен Дай</a>3 стрелба с отскок</div>",,
Q3,06:58,away,Йосиф Омар,"<div class=""div_info"">
<a class=""player_name"" href=""player-10398-iosif-omar"">Йосиф Омар</a>борба в защита</div>",,
Q3,07:00,home,Теодор Върбанов,"<div class=""div_info"">
<a class=""player_name"" href=""player-21943-teodor-vyrbanov"">Теодор Върбанов</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q3,07:22,away,Йосиф Омар,"<div class=""div_info"">
<a class=""player_name"" href=""player-10398-iosif-omar"">Йосиф Омар</a>опит за стрелба за 2т., поднасяне<br/>успешен (45 точки)</div>",40,28
Q3,07:22,away,Димитър Рачев,"<div class=""div_info"">
<a class=""player_name"" href=""player-13187-dimityr-rachev"">Димитър Рачев</a>асистенция</div>",,
Q3,07:46,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>асистенция</div>",,
Q3,07:46,home,Андреан Деков,"<div class=""div_info"">
<a class=""player_name"" href=""player-18487-andrean-dekov"">Андреан Деков</a>опит за стрелба за 2т., поднасяне<br/>успешен (43 точки)</div>",40,26
Q3,07:49,away,Йосиф Омар,"<div class=""div_info"">
<a class=""player_name"" href=""player-10398-iosif-omar"">Йосиф Омар</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q3,08:08,home,Теодор Върбанов,"<div class=""div_info"">
<a class=""player_name"" href=""player-21943-teodor-vyrbanov"">Теодор Върбанов</a>опит за стрелба за 2т., поднасяне<br/>успешен (33 точки)</div>",38,26
Q3,08:15,home,Андреан Деков,"<div class=""div_info"">
<a class=""player_name"" href=""player-18487-andrean-dekov"">Андреан Деков</a>борба в защита</div>",,
Q3,08:20,away,Дзежен Дай,"<div class=""div_info"">
<a class=""player_name"" href=""player-17432-dzejen-dai"">Дзежен Дай</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q3,08:24,home,Андреан Деков,"<div class=""div_info"">
<a class=""player_name"" href=""player-18487-andrean-dekov"">Андреан Деков</a>наказателен удар 2от2<br/>успешен (46 точки)</div>",36,26
Q3,08:36,home,Андреан Деков,"<div class=""div_info"">
<a class=""player_name"" href=""player-18487-andrean-dekov"">Андреан Деков</a>наказателен удар 1от2<br/>успешен (47 точки)</div>",35,26
Q3,09:00,away,Димитър Рачев,"<div class=""div_info"">
<a class=""player_name"" href=""player-13187-dimityr-rachev"">Димитър Рачев</a>лично нарушение</div>",,
Q3,09:00,home,Андреан Деков,"<div class=""div_info"">
<a class=""player_name"" href=""player-18487-andrean-dekov"">Андреан Деков</a>понесено нарушение</div>",,
Q3,09:00,home,Андреан Деков,"<div class=""div_info"">
<a class=""player_name"" href=""player-18487-andrean-dekov"">Андреан Деков</a>борба в нападение</div>",,
Q3,09:04,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q3,09:09,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>борба в защита</div>",,
Q3,09:11,away,Денислав Димитров,"<div class=""div_info"">
<a class=""player_name"" href=""player-14511-denislav-dimitrov"">Денислав Димитров</a>3 стрелба с отскок</div>",,
Q3,09:19,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>борба в защита</div>",,
Q3,09:19,home,Константин Търновски,"<div class=""div_info"">
<a class=""player_name"" href=""player-13091-konstantin-tyrnovski"">Константин Търновски</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q3,09:19,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q3,09:19,home,Теодор Върбанов,"<div class=""div_info"">
<a class=""player_name"" href=""player-21943-teodor-vyrbanov"">Теодор Върбанов</a>борба в защита</div>",,
Q3,09:19,home,Андреан Деков,"<div class=""div_info"">
<a class=""player_name"" href=""player-18487-andrean-dekov"">Андреан Деков</a>крачки</div>",,
Q3,09:37,away,Дзежен Дай,"<div class=""div_info"">
<a class=""player_name"" href=""player-17432-dzejen-dai"">Дзежен Дай</a>грешен пас</div>",,
Q3,09:47,away,Дзежен Дай,"<div class=""div_info"">
<a class=""player_name"" href=""player-17432-dzejen-dai"">Дзежен Дай</a>борба в защита</div>",,
Q3,09:52,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>3 стрелба с отскок</div>",,
Q3,10:00,home,Валери Пейков,"<div class=""div_info"">
<a class=""player_name"" href=""player-9382-valeri-peikov"">Валери Пейков</a>смяна излиза</div>",,
Q3,10:00,home,Теодор Върбанов,"<div class=""div_info"">
<a class=""player_name"" href=""player-21943-teodor-vyrbanov"">Теодор Върбанов</a>смяна влиза</div>",,
Q3,10:00,away,Димитър Мангов,"<div class=""div_info"">
<a class=""player_name"" href=""player-1293-dimityr-mangov"">Димитър Мангов</a>смяна излиза</div>",,
Q3,10:00,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>смяна влиза</div>",,
Q3,10:00,away,Денислав Димитров,"<div class=""div_info"">
<a class=""player_name"" href=""player-14511-denislav-dimitrov"">Денислав Димитров</a>смяна влиза</div>",,
Q3,10:00,away,Йордан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-13846-iordan-ivanov"">Йордан Иванов</a>смяна излиза</div>",,
Q2,00:10,home,Константин Търновски,"<div class=""div_info"">
<a class=""player_name"" href=""player-13091-konstantin-tyrnovski"">Константин Търновски</a>асистенция</div>",,
Q2,00:10,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>3 стрелба с отскок</div>",,
Q2,00:27,away,Дзежен Дай,"<div class=""div_info"">
<a class=""player_name"" href=""player-17432-dzejen-dai"">Дзежен Дай</a>опит за стрелба за 2т., поднасяне<br/>успешен (2 точки)</div>",31,26
Q2,00:57,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>смяна излиза</div>",,
Q2,00:57,home,Валери Пейков,"<div class=""div_info"">
<a class=""player_name"" href=""player-9382-valeri-peikov"">Валери Пейков</a>смяна влиза</div>",,
Q2,00:57,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>смяна излиза</div>",,
Q2,00:57,away,Дзежен Дай,"<div class=""div_info"">
<a class=""player_name"" href=""player-17432-dzejen-dai"">Дзежен Дай</a>смяна влиза</div>",,
Q2,01:03,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>опит за стрелба от 2т.<br/>успешен (9 точки)</div>",31,24
Q2,01:14,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>борба в защита</div>",,
Q2,01:16,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q2,01:35,home,Константин Търновски,"<div class=""div_info"">
<a class=""player_name"" href=""player-13091-konstantin-tyrnovski"">Константин Търновски</a>2 стрелба тип флоутър <br/>успешен (2 точки)</div>",29,24
Q2,01:56,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>3 стрелба с отскок</div>",,
Q2,01:56,away,Димитър Рачев,"<div class=""div_info"">
<a class=""player_name"" href=""player-13187-dimityr-rachev"">Димитър Рачев</a>асистенция</div>",,
Q2,02:10,home,Андреан Деков,"<div class=""div_info"">
<a class=""player_name"" href=""player-18487-andrean-dekov"">Андреан Деков</a>смяна влиза</div>",,
Q2,02:10,home,Теодор Върбанов,"<div class=""div_info"">
<a class=""player_name"" href=""player-21943-teodor-vyrbanov"">Теодор Върбанов</a>смяна излиза</div>",,
Q2,02:10,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>асистенция</div>",,
Q2,02:59,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>2 стрелба тип флоутър <br/>успешен (36 точки)</div>",24,21
Q2,03:04,away,Йосиф Омар,"<div class=""div_info"">
<a class=""player_name"" href=""player-10398-iosif-omar"">Йосиф Омар</a>борба в защита</div>",,
Q2,03:07,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q2,03:13,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>3 стрелба с отскок</div>",,
Q2,03:24,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>грешен пас</div>",,
Q2,03:24,away,Йордан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-13846-iordan-ivanov"">Йордан Иванов</a>отнета топка</div>",,
Q2,03:29,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>3 стрелба с отскок</div>",,
Q2,03:29,away,Йосиф Омар,"<div class=""div_info"">
<a class=""player_name"" href=""player-10398-iosif-omar"">Йосиф Омар</a>опит за стрелба за 2т., поднасяне<br/>успешен (20 точки)</div>",24,19
Q2,03:29,away,Димитър Рачев,"<div class=""div_info"">
<a class=""player_name"" href=""player-13187-dimityr-rachev"">Димитър Рачев</a>асистенция</div>",,
Q2,03:29,away,Димитър Рачев,"<div class=""div_info"">
<a class=""player_name"" href=""player-13187-dimityr-rachev"">Димитър Рачев</a>борба в нападение</div>",,
Q2,03:34,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>понесено нарушение</div>",,
Q2,03:42,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>борба в защита</div>",,
Q2,03:44,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q2,03:49,away,Димитър Мангов,"<div class=""div_info"">
<a class=""player_name"" href=""player-1293-dimityr-mangov"">Димитър Мангов</a>смяна влиза</div>",,
Q2,03:49,away,Елин Нешев,"<div class=""div_info"">
<a class=""player_name"" href=""player-10719-elin-neshev"">Елин Нешев</a>смяна излиза</div>",,
Q2,03:49,away,Димитър Рачев,"<div class=""div_info"">
<a class=""player_name"" href=""player-13187-dimityr-rachev"">Димитър Рачев</a>3 стрелба с отскок</div>",,
Q2,04:14,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>наказателен удар 2от2<br/>успешен (27 точки)</div>",24,17
Q2,04:14,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>наказателен удар 1от2<br/>неуспешен</div>",,
Q2,04:16,away,Йосиф Омар,"<div class=""div_info"">
<a class=""player_name"" href=""player-10398-iosif-omar"">Йосиф Омар</a>лично нарушение</div>",,
Q2,04:16,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>понесено нарушение</div>",,
Q2,04:23,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>борба в защита</div>",,
Q2,04:26,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q2,05:04,away,Димитър Рачев,"<div class=""div_info"">
<a class=""player_name"" href=""player-13187-dimityr-rachev"">Димитър Рачев</a>смяна влиза</div>",,
Q2,05:04,away,Дзежен Дай,"<div class=""div_info"">
<a class=""player_name"" href=""player-17432-dzejen-dai"">Дзежен Дай</a>смяна излиза</div>",,
Q2,05:08,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>понесено нарушение</div>",,
Q2,05:08,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>лично нарушение</div>",,
Q2,05:09,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>борба в защита</div>",,
Q2,05:12,home,Теодор Върбанов,"<div class=""div_info"">
<a class=""player_name"" href=""player-21943-teodor-vyrbanov"">Теодор Върбанов</a>3 стрелба с отскок</div>",,
Q2,05:24,away,Елин Нешев,"<div class=""div_info"">
<a class=""player_name"" href=""player-10719-elin-neshev"">Елин Нешев</a>3 стрелба с отскок</div>",,
Q2,05:24,away,Дзежен Дай,"<div class=""div_info"">
<a class=""player_name"" href=""player-17432-dzejen-dai"">Дзежен Дай</a>асистенция</div>",,
Q2,05:40,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>опит за стрелба за 2т., поднасяне<br/>успешен (42 точки)</div>",23,14
Q2,05:40,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>асистенция</div>",,
Q2,05:43,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>борба в защита</div>",,
Q2,05:46,away,Йосиф Омар,"<div class=""div_info"">
<a class=""player_name"" href=""player-10398-iosif-omar"">Йосиф Омар</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q2,06:02,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>асистенция</div>",,
Q2,06:02,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>опит за стрелба за 2т., поднасяне<br/>успешен (25 точки)</div>",21,14
Q2,06:05,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>борба в защита</div>",,
Q2,06:07,away,Дзежен Дай,"<div class=""div_info"">
<a class=""player_name"" href=""player-17432-dzejen-dai"">Дзежен Дай</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q2,06:19,away,Йордан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-13846-iordan-ivanov"">Йордан Иванов</a>смяна влиза</div>",,
Q2,06:19,away,Денислав Димитров,"<div class=""div_info"">
<a class=""player_name"" href=""player-14511-denislav-dimitrov"">Денислав Димитров</a>смяна излиза</div>",,
Q2,06:19,home,Стефан Иванов,"<div class=""div_info"">
<a class=""player_name"" href=""player-3985-stefan-ivanov"">Стефан Иванов</a>смяна влиза</div>",,
Q2,06:19,home,Максим Наумов,"<div class=""div_info"">
<a class=""player_name"" href=""player-26485-maksim-naumov"">Максим Наумов</a>смяна излиза</div>",,
Q2,06:19,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q2,06:19,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>борба в нападение</div>",,
Q2,06:19,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q2,06:19,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>борба в защита</div>",,
Q2,06:19,home,Теодор Върбанов,"<div class=""div_info"">
<a class=""player_name"" href=""player-21943-teodor-vyrbanov"">Теодор Върбанов</a>нарушение в нападение</div>",,
Q2,06:19,home,Теодор Върбанов,"<div class=""div_info"">
<a class=""player_name"" href=""player-21943-teodor-vyrbanov"">Теодор Върбанов</a>грешка нарушение в нападение</div>",,
Q2,06:19,away,Йосиф Омар,"<div class=""div_info"">
<a class=""player_name"" href=""player-10398-iosif-omar"">Йосиф Омар</a>понесено нарушение</div>",,
Q2,06:24,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>борба в защита</div>",,
Q2,06:27,home,Константин Търновски,"<div class=""div_info"">
<a class=""player_name"" href=""player-13091-konstantin-tyrnovski"">Константин Търновски</a>3 стрелба с отскок</div>",,
Q2,06:48,away,Елин Нешев,"<div class=""div_info"">
<a class=""player_name"" href=""player-10719-elin-neshev"">Елин Нешев</a>грешен пас</div>",,
Q2,07:05,home,Константин Търновски,"<div class=""div_info"">
<a class=""player_name"" href=""player-13091-konstantin-tyrnovski"">Константин Търновски</a>наказателен удар 3от3<br/>неуспешен</div>",,
Q2,07:05,home,Константин Търновски,"<div class=""div_info"">
<a class=""player_name"" href=""player-13091-konstantin-tyrnovski"">Константин Търновски</a>наказателен удар 2от3<br/>неуспешен</div>",,
Q2,07:05,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>асистенция</div>",,
Q2,07:05,home,Константин Търновски,"<div class=""div_info"">
<a class=""player_name"" href=""player-13091-konstantin-tyrnovski"">Константин Търновски</a>наказателен удар 1от3<br/>успешен (21 точки)</div>",19,14
Q2,07:05,away,Дзежен Дай,"<div class=""div_info"">
<a class=""player_name"" href=""player-17432-dzejen-dai"">Дзежен Дай</a>борба в защита</div>",,
Q2,07:12,home,Константин Търновски,"<div class=""div_info"">
<a class=""player_name"" href=""player-13091-konstantin-tyrnovski"">Константин Търновски</a>понесено нарушение</div>",,
Q2,07:12,away,Елин Нешев,"<div class=""div_info"">
<a class=""player_name"" href=""player-10719-elin-neshev"">Елин Нешев</a>лично нарушение</div>",,
Q2,07:30,away,Елин Нешев,"<div class=""div_info"">
<a class=""player_name"" href=""player-10719-elin-neshev"">Елин Нешев</a>опит за стрелба за 2т., поднасяне<br/>успешен (25 точки)</div>",18,14
Q2,07:35,home,Цветослав Митев,"<div class=""div_info"">
<a class=""player_name"" href=""player-3990-cvetoslav-mitev"">Цветослав Митев</a>смяна излиза</div>",,
Q2,07:35,away,Стефан Милев,"<div class=""div_info"">
<a class=""player_name"" href=""player-13416-stefan-milev"">Стефан Милев</a>смяна излиза</div>",,
Q2,07:35,home,Теодор Върбанов,"<div class=""div_info"">
<a class=""player_name"" href=""player-21943-teodor-vyrbanov"">Теодор Върбанов</a>смяна влиза</div>",,
Q2,07:35,home,Андреан Деков,"<div class=""div_info"">
<a class=""player_name"" href=""player-18487-andrean-dekov"">Андреан Деков</a>смяна излиза</div>",,
Q2,07:35,away,Йосиф Омар,"<div class=""div_info"">
<a class=""player_name"" href=""player-10398-iosif-omar"">Йосиф Омар</a>смяна влиза</div>",,
Q2,07:50,home,Константин Търновски,"<div class=""div_info"">
<a class=""player_name"" href=""player-13091-konstantin-tyrnovski"">Константин Търновски</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q2,08:06,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>борба в нападение</div>",,
Q2,08:09,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>3 стрелба с отскок</div>",,
Q2,08:26,home,Константин Търновски,"<div class=""div_info"">
<a class=""player_name"" href=""player-13091-konstantin-tyrnovski"">Константин Търновски</a>смяна влиза</div>",,
Q2,08:26,away,Димитър Рачев,"<div class=""div_info"">
<a class=""player_name"" href=""player-13187-dimityr-rachev"">Димитър Рачев</a>смяна излиза</div>",,
Q2,08:26,away,Елин Нешев,"<div class=""div_info"">
<a class=""player_name"" href=""player-10719-elin-neshev"">Елин Нешев</a>смяна влиза</div>",,
Q2,08:26,home,Валери Пейков,"<div class=""div_info"">
<a class=""player_name"" href=""player-9382-valeri-peikov"">Валери Пейков</a>смяна излиза</div>",,
Q2,08:31,away,Димитър Рачев,"<div class=""div_info"">
<a class=""player_name"" href=""player-13187-dimityr-rachev"">Димитър Рачев</a>3 стрелба с отскок</div>",,
Q2,08:58,home,Максим Наумов,"<div class=""div_info"">
<a class=""player_name"" href=""player-26485-maksim-naumov"">Максим Наумов</a>опит за стрелба за 2т., поднасяне<br/>успешен (24 точки)</div>",18,12
Q2,08:58,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>асистенция</div>",,
Q2,09:01,home,Антонио Станков,"<div class=""div_info"">
<a class=""player_name"" href=""player-1445-antonio-stankov"">Антонио Станков</a>борба в защита</div>",,
Q2,09:04,away,Димитър Балъков,"<div class=""div_info"">
<a class=""player_name"" href=""player-17394-dimityr-balykov"">Димитър Балъков</a>опит за стрелба от 2т.<br/>неуспешен</div>",,
Q2,09:06,away,Стефан Милев,"<div class=""div_info"">
<a class=""player_name"" href=""player-13416-stefan-milev"">Стефан Милев</a>борба в нападение</div>",,
Q2,09:08,away,Денислав Димитров,"<div class=""div_info"">
<a class=""player_name"" href=""player-14511-denislav-dimitrov"">Денислав Димитров</a>3 стрелба с отскок</div>",,
